classifier,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains_Esm2,IDS,roc_auc,pooled_oof,0.9998455032816979,0.9996242165239557,0.9999456722803498,bca,bca
PLM_Domains_Esm2,Substrate_mAP,ap,pooled_oof,0.8039185335888448,0.7527224690186753,0.8624168216655914,bca,bca
PLM_Domains_Esm2,Substrate_mAP,roc_auc,pooled_oof,0.9841144558513338,0.9568132782238495,0.9943589762803977,bca,bca
PLM_Domains_Esm2,TPS,ap,pooled_oof,0.9997590976558108,0.999087574756602,0.9999234180461561,bca,bca
PLM_Domains_Esm2,TPS,roc_auc,pooled_oof,0.999967658697434,0.99986703303997,0.9999890179604255,bca,bca
PLM_Domains_TpsAnkhBase,2xFPP,ap,pooled_oof,0.9392107485149688,0.5434140105247951,1.0,bca,bca
PLM_Domains_TpsAnkhBase,2xFPP,roc_auc,pooled_oof,0.999847041646388,0.9986070716655358,1.0,bca,bca
PLM_Domains_TpsAnkhBase,2xGGPP,ap,pooled_oof,0.7783531468399026,0.13293066718519708,0.9722287392088117,bca,bca
PLM_Domains_TpsAnkhBase,2xGGPP,roc_auc,pooled_oof,0.9992800501375156,0.9969076806835552,0.9999562020452584,bca,bca
PLM_Domains_TpsAnkhBase,CPP,ap,pooled_oof,0.6865517414700173,0.39058519002013026,0.8330690567480097,bca,bca
PLM_Domains_TpsAnkhBase,CPP,roc_auc,pooled_oof,0.9963360117700317,0.9922596934810709,0.998165876542883,bca,bca
PLM_Domains_TpsAnkhBase,EDSQ,ap,pooled_oof,0.9751874446337986,0.8095238299910222,0.9755033830033804,bca,bca
PLM_Domains_TpsAnkhBase,EDSQ,roc_auc,pooled_oof,0.999899312100269,0.9995251933867791,1.0,bca,bca
PLM_Domains_TpsAnkhBase,FPP,ap,pooled_oof,0.9143814587209345,0.8465803661765541,0.947430580091821,bca,bca
PLM_Domains_TpsAnkhBase,FPP,roc_auc,pooled_oof,0.9951399383481385,0.9916538115313672,0.9969336693278203,bca,bca
PLM_Domains_TpsAnkhBase,GFPP,ap,pooled_oof,0.6248646083731036,0.3930437604923219,0.7899368242922438,bca,bca
PLM_Domains_TpsAnkhBase,GFPP,roc_auc,pooled_oof,0.9173604137413363,0.6875828010024562,0.9976486525020616,bca,bca
PLM_Domains_TpsAnkhBase,GGPP,ap,pooled_oof,0.7306852732409872,0.6094435426944709,0.859207062934978,bca,bca
PLM_Domains_TpsAnkhBase,GGPP,roc_auc,pooled_oof,0.9863818315178375,0.974313492042758,0.9919619294731404,bca,bca
PLM_Domains_TpsAnkhBase,GPP,ap,pooled_oof,0.6733961752565191,0.4488431592265309,0.85742140987703,bca,bca
PLM_Domains_TpsAnkhBase,GPP,roc_auc,pooled_oof,0.9872873447880537,0.9778495576175096,0.9925252256687904,bca,bca
