classifier_a,classifier_b,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains,HMM,GGPP,roc_auc,pooled_oof,0.30665907175629714,0.2092482801330596,0.3832145006867028,bca,bca
PLM_Domains,HMM,GPP,ap,pooled_oof,0.33036629559853053,0.20223240465582917,0.4384973010314862,bca,bca
PLM_Domains,HMM,GPP,roc_auc,pooled_oof,0.09382551547453721,0.047621807959788806,0.15991125108354307,bca,bca
PLM_Domains,HMM,IDS,ap,pooled_oof,0.04993443824243493,0.014399770544994825,0.15082805134915017,bca,bca
PLM_Domains,HMM,IDS,roc_auc,pooled_oof,0.013947401024614337,8.333144124565775e-05,0.06578277785653135,bca,bca
PLM_Domains,HMM,Overall_mAP,ap,pooled_oof,0.19782453064757988,0.15544897043598832,0.25268675775622534,bca,bca
PLM_Domains,HMM,Overall_mAP,roc_auc,pooled_oof,0.070138740298441,0.047565128579238364,0.09089130903634716,bca,bca
PLM_Domains,HMM,Substrate_mAP,ap,pooled_oof,0.22933843150284758,0.1765624728872801,0.29599568276450616,bca,bca
PLM_Domains,HMM,Substrate_mAP,roc_auc,pooled_oof,0.08216970906151255,0.05504052372711724,0.10655523287973158,bca,bca
PLM_Domains,HMM,TPS,ap,pooled_oof,0.0936034162105831,0.05658687902693628,0.1534518738924648,bca,bca
PLM_Domains,HMM,TPS,roc_auc,pooled_oof,0.03008232946769529,0.019988832903249272,0.044341844767026815,bca,bca
PLM_Domains,PFAM,TPS,ap,pooled_oof,0.024236119211747953,0.01533802066050444,0.03982577761977333,bca,bca
PLM_Domains,PFAM,TPS,roc_auc,pooled_oof,0.011394289423024895,0.007439033641797802,0.018710227361178226,bca,bca
PLM_Domains,SUPFAM,TPS,ap,pooled_oof,0.06912331583689468,0.04484484759138582,0.13525978532624924,bca,bca
PLM_Domains,SUPFAM,TPS,roc_auc,pooled_oof,0.018892042056598335,0.012575719678729188,0.026725595465229388,bca,bca
