track,model,tps_type,ap_mean,ap_std,n_folds,mean_n_pos,ap_sem
E,PlmDomainsRF,mono,0.9960444424632067,0.00563240609998964,5,53.8,0.0025188885832922625
E,PlmDomainsRF,pt,0.4977526870517221,0.12332326030400614,5,34.0,0.05515183864933182
E,PlmDomainsRF,sesq,0.991593669714744,0.009236617403738196,5,102.0,0.004130740879383245
E,PlmDomainsRF,sester,1.0,0.0,3,5.666666666666667,0.0
E,PlmDomainsRF,tetra,0.8154456654456655,,1,12.0,
E,PlmDomainsRF,tri,0.824812756401356,0.213711805242913,5,22.8,0.09557482482346988
E,PlmRF,di,0.9989928146482645,0.001248877350666443,5,53.4,0.0005585149303300017
E,PlmRF,hemi,1.0,,1,3.0,
E,PlmRF,mono,1.0,1.1102230246251565e-16,5,53.8,4.965068306494546e-17
E,PlmRF,pt,0.780606560001777,0.17094817708157778,5,34.0,0.0764503489168159
E,PlmRF,sesq,0.9969609008811144,0.005710604169134433,5,102.0,0.0025538598229556597
E,PlmRF,sester,1.0,0.0,3,5.666666666666667,0.0
E,PlmRF,tetra,1.0,,1,12.0,
E,PlmRF,tri,1.0,7.850462293418876e-17,5,22.8,3.510833468576701e-17
